id,fullName,shortName,nationality,dateOfBirth,rightArmedBowl,rightHandedBat,bowlingStyle,teamId
2507,Mohammad Rafique,Mohammad Rafique,Pakistani,1970-09-05,false,true,,3180
2652,Mehrab Hossain,Mehrab Hossain,Bangladeshi,1978-09-22,false,true,,3180
2524,Khaled Mahmud,Khaled Mahmud,Bangladeshi,1971-07-26,false,true,,3180
2429,Aminul Islam,A Islam,Pakistani,1968-02-02,false,true,,3180
2383,Minhajul Abedin,Minhajul Abedin,Pakistani,1965-09-25,false,true,,3180
2625,Saqlain Mushtaq,S Mushtaq,Pakistani,1976-12-29,true,true,OFF_SPIN,3181
194,Azhar Mahmood,A Mahmood,English,1975-02-28,false,false,,3181
2402,Wasim Akram,Wasim Akram,Pakistani,1966-06-03,false,false,FAST_SEAM,3181
2531,Moin Khan,M Khan,Pakistani,1971-09-23,false,true,,3181
356,Shoaib Akhtar,S Akhtar,Pakistani,1975-08-13,true,true,FAST_SEAM,3181
2536,Waqar Younis,W Younis,Pakistani,1971-11-16,true,true,FAST_SEAM,3181
2441,Saeed Anwar,Saeed Anwar,Pakistani,1968-09-06,false,false,ORTHODOX,3181
2444,Ijaz Ahmed,Ijaz Ahmed,Pakistani,1968-09-20,false,true,MEDIUM_SEAM,3181
2494,Inzamam-ul-Haq,Inzamam-ul-Haq,Pakistani,1970-03-03,false,true,ORTHODOX,3181
2334,Saleem Malik,Saleem Malik,Pakistani,1963-04-16,true,true,MEDIUM_SEAM,3181
367,Shahid Afridi,S Afridi,Pakistani,1980-03-01,true,true,LEG_SPIN,3181
2657,John Blain,JAR Blain,Scottish,1979-01-04,false,true,,3182
2484,George Salmond,G Salmond,Scottish,1969-12-01,false,true,,3182
2532,Ian Stanger,IM Stanger,Scottish,1971-10-05,false,true,,3182
2420,Asim Butt,Asim Butt,Pakistani,1967-10-24,false,true,,3182
2454,Greig Williamson,JG Williamson,Scottish,1968-12-20,false,true,,3182
2583,James Brinkley,JE Brinkley,Scottish,1974-03-13,false,true,,3182
2312,Alec Davies,AG Davies,Pakistani,1962-08-14,false,true,,3182
2395,Mike Smith,MJ Smith,Scottish,1966-03-30,false,true,,3182
2364,Mike Allingham,MJD Allingham,Scottish,1965-01-06,false,true,,3182
2463,Nick Dyer,NR Dyer,Scottish,1969-06-10,false,true,,3182
2592,Gavin Hamilton,GM Hamilton,Scottish,1974-09-16,false,true,,3182
2545,Matthew Hart,MN Hart,New Zealander,1972-05-16,false,true,,3183
2529,Nathan Astle,N Astle,New Zealander,1971-09-15,true,true,MEDIUM_SEAM,3183
2436,Roger Twose,RG Twose,English,1968-04-17,false,true,,3183
2501,Chris Cairns,C Cairns,New Zealander,1970-06-13,true,true,FAST_SEAM,3183
2518,Adam Parore,AC Parore,New Zealander,1971-01-23,false,true,,3183
2537,Dion Nash,DJ Nash,New Zealander,1971-11-20,false,true,,3183
2618,Craig McMillan,CD McMillan,New Zealander,1976-09-13,true,true,MEDIUM_SEAM,3183
2538,Geoff Allott,GI Allott,New Zealander,1971-12-24,false,true,,3183
2572,Carl Bulfin,CE Bulfin,New Zealander,1973-08-19,false,true,,3183
350,Stephen Fleming,SP Fleming,New Zealander,1973-04-01,false,true,OFF_SPIN,3183
2480,Chris Harris,C Harris,New Zealander,1969-11-20,true,true,MEDIUM_SEAM,3183
65,Adam Gilchrist,A Gilchrist,Australian,1971-11-14,true,false,OFF_SPIN,3184
2497,Michael Bevan,M Bevan,Australian,1970-05-08,false,false,UNORTHODOX,3184
292,Shane Warne,S Warne,Australian,1969-09-13,true,true,LEG_SPIN,3184
310,Glenn McGrath,G McGrath,Australian,1970-02-09,true,true,FAST_SEAM,3184
2375,Steve Waugh,S Waugh,Australian,1965-06-02,true,true,MEDIUM_SEAM,3184
2376,Mark Waugh,M Waugh,Australian,1965-06-02,true,true,OFF_SPIN,3184
361,Ricky Ponting,R Ponting,Australian,1974-12-19,true,true,MEDIUM_SEAM,3184
2396,Paul Reiffel,PR Reiffel,Australian,1966-04-19,false,true,,3184
318,Darren Lehmann,DS Lehmann,Australian,1970-02-05,false,true,,3184
2384,Tom Moody,TM Moody,Australian,1965-10-02,false,true,,3184
2496,Damien Fleming,D Fleming,Australian,1970-04-24,true,true,FAST_SEAM,3184
97,Sachin Tendulkar,S Tendulkar,Indian,1973-04-24,true,true,OFF_SPIN,3185
130,Sourav Ganguly,S Ganguly,Indian,1972-07-08,true,false,MEDIUM_SEAM,3185
131,Rahul Dravid,R Dravid,Indian,1973-01-11,true,true,OFF_SPIN,3185
2324,Mohammad Azharuddin,M Azharuddin,Indian,1963-02-08,true,true,MEDIUM_SEAM,3185
2342,Robin Singh,RR Singh,Trinidadian,1963-09-14,false,true,,3185
2486,Nayan Mongia,NR Mongia,Indian,1969-12-19,false,true,,3185
2470,Venkatesh Prasad,V Prasad,Indian,1969-08-05,true,true,MEDIUM_SEAM,3185
2519,Ajay Jadeja,A Jadeja,Indian,1971-02-01,true,true,MEDIUM_SEAM,3185
2615,Debasis Mohanty,DS Mohanty,Indian,1976-07-20,false,true,,3185
2474,Javagal Srinath,J Srinath,Indian,1969-08-31,true,true,FAST_SEAM,3185
331,Anil Kumble,A Kumble,Indian,1970-10-17,true,true,LEG_SPIN,3185
2625,Saqlain Mushtaq,S Mushtaq,Pakistani,1976-12-29,true,true,OFF_SPIN,3186
194,Azhar Mahmood,A Mahmood,English,1975-02-28,false,false,,3186
2402,Wasim Akram,Wasim Akram,Pakistani,1966-06-03,false,false,FAST_SEAM,3186
2595,Wajahatullah Wasti,Wajahatullah Wasti,Pakistani,1974-11-11,false,true,,3186
2531,Moin Khan,M Khan,Pakistani,1971-09-23,false,true,,3186
356,Shoaib Akhtar,S Akhtar,Pakistani,1975-08-13,true,true,FAST_SEAM,3186
2441,Saeed Anwar,Saeed Anwar,Pakistani,1968-09-06,false,false,ORTHODOX,3186
442,Abdul Razzaq,A Razzaq,Pakistani,1979-12-02,true,true,FAST_SEAM,3186
2444,Ijaz Ahmed,Ijaz Ahmed,Pakistani,1968-09-20,false,true,MEDIUM_SEAM,3186
2494,Inzamam-ul-Haq,Inzamam-ul-Haq,Pakistani,1970-03-03,false,true,ORTHODOX,3186
2590,Mohammad Yousuf,Mohammad Yousuf,Pakistani,1974-08-27,true,true,OFF_SPIN,3186
306,Mark Boucher,M Boucher,South African,1976-12-03,true,true,MEDIUM_SEAM,3187
2370,Steven Elworthy,S Elworthy,Zimbabwean,1965-02-23,false,true,,3187
212,Herschelle Gibbs,H Gibbs,South African,1974-02-23,true,true,LEG_SPIN,3187
2468,Jonty Rhodes,J Rhodes,South African,1969-07-27,true,true,MEDIUM_SEAM,3187
2422,Gary Kirsten,G Kirsten,South African,1967-11-23,true,false,OFF_SPIN,3187
198,Jacques Kallis,J Kallis,South African,1975-10-16,true,true,FAST_SEAM,3187
2408,Allan Donald,A Donald,South African,1966-10-20,true,true,FAST_SEAM,3187
2411,Daryll Cullinan,DJ Cullinan,South African,1967-03-04,false,true,,3187
347,Shaun Pollock,S Pollock,South African,1973-07-16,true,true,FAST_SEAM,3187
2477,Hansie Cronje,H Cronje,South African,1969-09-25,true,true,MEDIUM_SEAM,3187
2527,Lance Klusener,L Klusener,South African,1971-09-04,true,false,FAST_SEAM,3187
2529,Nathan Astle,N Astle,New Zealander,1971-09-15,true,true,MEDIUM_SEAM,3188
2436,Roger Twose,RG Twose,English,1968-04-17,false,true,,3188
2501,Chris Cairns,C Cairns,New Zealander,1970-06-13,true,true,FAST_SEAM,3188
2518,Adam Parore,AC Parore,New Zealander,1971-01-23,false,true,,3188
2537,Dion Nash,DJ Nash,New Zealander,1971-11-20,false,true,,3188
2618,Craig McMillan,CD McMillan,New Zealander,1976-09-13,true,true,MEDIUM_SEAM,3188
2538,Geoff Allott,GI Allott,New Zealander,1971-12-24,false,true,,3188
2317,Gavin Larsen,GR Larsen,New Zealander,1962-09-27,false,true,,3188
350,Stephen Fleming,SP Fleming,New Zealander,1973-04-01,false,true,OFF_SPIN,3188
2512,Matt Horne,MJ Horne,New Zealander,1970-12-05,false,true,,3188
2480,Chris Harris,C Harris,New Zealander,1969-11-20,true,true,MEDIUM_SEAM,3188
2514,Grant Flower,G Flower,Zimbabwean,1970-12-20,false,true,ORTHODOX,3189
2562,Murray Goodwin,MW Goodwin,Zimbabwean,1972-12-11,false,true,,3189
2530,Adam Huckle,AG Huckle,Zimbabwean,1971-09-21,false,true,,3189
2437,Andy Flower,A Flower,Zimbabwean,1968-04-28,true,false,OFF_SPIN,3189
2565,Andy Whittall,AR Whittall,Zimbabwean,1973-03-28,false,true,,3189
2614,Henry Olonga,HK Olonga,Zambian,1976-07-03,false,true,,3189
2584,Heath Streak,H Streak,Zimbabwean,1974-03-16,true,true,FAST_SEAM,3189
2490,Neil Johnson,NC Johnson,Zimbabwean,1970-01-24,false,true,,3189
2556,Guy Whittall,GJ Whittall,Zimbabwean,1972-09-05,false,true,,3189
2559,Alistair Campbell,A Campbell,Zimbabwean,1972-09-23,true,false,OFF_SPIN,3189
2544,Stuart Carlisle,SV Carlisle,Zimbabwean,1972-05-10,false,true,,3189
97,Sachin Tendulkar,S Tendulkar,Indian,1973-04-24,true,true,OFF_SPIN,3190
131,Rahul Dravid,R Dravid,Indian,1973-01-11,true,true,OFF_SPIN,3190
2324,Mohammad Azharuddin,M Azharuddin,Indian,1963-02-08,true,true,MEDIUM_SEAM,3190
2342,Robin Singh,RR Singh,Trinidadian,1963-09-14,false,true,,3190
2486,Nayan Mongia,NR Mongia,Indian,1969-12-19,false,true,,3190
2470,Venkatesh Prasad,V Prasad,Indian,1969-08-05,true,true,MEDIUM_SEAM,3190
2519,Ajay Jadeja,A Jadeja,Indian,1971-02-01,true,true,MEDIUM_SEAM,3190
2615,Debasis Mohanty,DS Mohanty,Indian,1976-07-20,false,true,,3190
2474,Javagal Srinath,J Srinath,Indian,1969-08-31,true,true,FAST_SEAM,3190
331,Anil Kumble,A Kumble,Indian,1970-10-17,true,true,LEG_SPIN,3190
2607,Sadagoppan Ramesh,S Ramesh,Indian,1975-10-16,false,true,,3190
2625,Saqlain Mushtaq,S Mushtaq,Pakistani,1976-12-29,true,true,OFF_SPIN,3191
194,Azhar Mahmood,A Mahmood,English,1975-02-28,false,false,,3191
2402,Wasim Akram,Wasim Akram,Pakistani,1966-06-03,false,false,FAST_SEAM,3191
2531,Moin Khan,M Khan,Pakistani,1971-09-23,false,true,,3191
356,Shoaib Akhtar,S Akhtar,Pakistani,1975-08-13,true,true,FAST_SEAM,3191
2441,Saeed Anwar,Saeed Anwar,Pakistani,1968-09-06,false,false,ORTHODOX,3191
442,Abdul Razzaq,A Razzaq,Pakistani,1979-12-02,true,true,FAST_SEAM,3191
2444,Ijaz Ahmed,Ijaz Ahmed,Pakistani,1968-09-20,false,true,MEDIUM_SEAM,3191
2334,Saleem Malik,Saleem Malik,Pakistani,1963-04-16,true,true,MEDIUM_SEAM,3191
2494,Inzamam-ul-Haq,Inzamam-ul-Haq,Pakistani,1970-03-03,false,true,ORTHODOX,3191
367,Shahid Afridi,S Afridi,Pakistani,1980-03-01,true,true,LEG_SPIN,3191
65,Adam Gilchrist,A Gilchrist,Australian,1971-11-14,true,false,OFF_SPIN,3192
2497,Michael Bevan,M Bevan,Australian,1970-05-08,false,false,UNORTHODOX,3192
292,Shane Warne,S Warne,Australian,1969-09-13,true,true,LEG_SPIN,3192
310,Glenn McGrath,G McGrath,Australian,1970-02-09,true,true,FAST_SEAM,3192
2375,Steve Waugh,S Waugh,Australian,1965-06-02,true,true,MEDIUM_SEAM,3192
2376,Mark Waugh,M Waugh,Australian,1965-06-02,true,true,OFF_SPIN,3192
361,Ricky Ponting,R Ponting,Australian,1974-12-19,true,true,MEDIUM_SEAM,3192
2396,Paul Reiffel,PR Reiffel,Australian,1966-04-19,false,true,,3192
318,Darren Lehmann,DS Lehmann,Australian,1970-02-05,false,true,,3192
2496,Damien Fleming,D Fleming,Australian,1970-04-24,true,true,FAST_SEAM,3192
2384,Tom Moody,TM Moody,Australian,1965-10-02,false,true,,3192
2562,Murray Goodwin,MW Goodwin,Zimbabwean,1972-12-11,false,true,,3193
2514,Grant Flower,G Flower,Zimbabwean,1970-12-20,false,true,ORTHODOX,3193
2565,Andy Whittall,AR Whittall,Zimbabwean,1973-03-28,false,true,,3193
2437,Andy Flower,A Flower,Zimbabwean,1968-04-28,true,false,OFF_SPIN,3193
2614,Henry Olonga,HK Olonga,Zambian,1976-07-03,false,true,,3193
2631,Dirk Viljoen,DP Viljoen,Zimbabwean,1977-03-11,false,true,,3193
2504,Paul Strang,PA Strang,Zimbabwean,1970-07-28,false,true,,3193
2584,Heath Streak,H Streak,Zimbabwean,1974-03-16,true,true,FAST_SEAM,3193
2490,Neil Johnson,NC Johnson,Zimbabwean,1970-01-24,false,true,,3193
2556,Guy Whittall,GJ Whittall,Zimbabwean,1972-09-05,false,true,,3193
2559,Alistair Campbell,A Campbell,Zimbabwean,1972-09-23,true,false,OFF_SPIN,3193
2529,Nathan Astle,N Astle,New Zealander,1971-09-15,true,true,MEDIUM_SEAM,3194
2436,Roger Twose,RG Twose,English,1968-04-17,false,true,,3194
2501,Chris Cairns,C Cairns,New Zealander,1970-06-13,true,true,FAST_SEAM,3194
2518,Adam Parore,AC Parore,New Zealander,1971-01-23,false,true,,3194
2537,Dion Nash,DJ Nash,New Zealander,1971-11-20,false,true,,3194
2618,Craig McMillan,CD McMillan,New Zealander,1976-09-13,true,true,MEDIUM_SEAM,3194
2538,Geoff Allott,GI Allott,New Zealander,1971-12-24,false,true,,3194
2317,Gavin Larsen,GR Larsen,New Zealander,1962-09-27,false,true,,3194
350,Stephen Fleming,SP Fleming,New Zealander,1973-04-01,false,true,OFF_SPIN,3194
2512,Matt Horne,MJ Horne,New Zealander,1970-12-05,false,true,,3194
2480,Chris Harris,C Harris,New Zealander,1969-11-20,true,true,MEDIUM_SEAM,3194
306,Mark Boucher,M Boucher,South African,1976-12-03,true,true,MEDIUM_SEAM,3195
2370,Steven Elworthy,S Elworthy,Zimbabwean,1965-02-23,false,true,,3195
212,Herschelle Gibbs,H Gibbs,South African,1974-02-23,true,true,LEG_SPIN,3195
2468,Jonty Rhodes,J Rhodes,South African,1969-07-27,true,true,MEDIUM_SEAM,3195
2422,Gary Kirsten,G Kirsten,South African,1967-11-23,true,false,OFF_SPIN,3195
198,Jacques Kallis,J Kallis,South African,1975-10-16,true,true,FAST_SEAM,3195
2408,Allan Donald,A Donald,South African,1966-10-20,true,true,FAST_SEAM,3195
2411,Daryll Cullinan,DJ Cullinan,South African,1967-03-04,false,true,,3195
347,Shaun Pollock,S Pollock,South African,1973-07-16,true,true,FAST_SEAM,3195
2477,Hansie Cronje,H Cronje,South African,1969-09-25,true,true,MEDIUM_SEAM,3195
2527,Lance Klusener,L Klusener,South African,1971-09-04,true,false,FAST_SEAM,3195
2625,Saqlain Mushtaq,S Mushtaq,Pakistani,1976-12-29,true,true,OFF_SPIN,3196
2402,Wasim Akram,Wasim Akram,Pakistani,1966-06-03,false,false,FAST_SEAM,3196
194,Azhar Mahmood,A Mahmood,English,1975-02-28,false,false,,3196
2595,Wajahatullah Wasti,Wajahatullah Wasti,Pakistani,1974-11-11,false,true,,3196
2531,Moin Khan,M Khan,Pakistani,1971-09-23,false,true,,3196
356,Shoaib Akhtar,S Akhtar,Pakistani,1975-08-13,true,true,FAST_SEAM,3196
2441,Saeed Anwar,Saeed Anwar,Pakistani,1968-09-06,false,false,ORTHODOX,3196
442,Abdul Razzaq,A Razzaq,Pakistani,1979-12-02,true,true,FAST_SEAM,3196
2444,Ijaz Ahmed,Ijaz Ahmed,Pakistani,1968-09-20,false,true,MEDIUM_SEAM,3196
2494,Inzamam-ul-Haq,Inzamam-ul-Haq,Pakistani,1970-03-03,false,true,ORTHODOX,3196
367,Shahid Afridi,S Afridi,Pakistani,1980-03-01,true,true,LEG_SPIN,3196
2514,Grant Flower,G Flower,Zimbabwean,1970-12-20,false,true,ORTHODOX,3197
2562,Murray Goodwin,MW Goodwin,Zimbabwean,1972-12-11,false,true,,3197
2530,Adam Huckle,AG Huckle,Zimbabwean,1971-09-21,false,true,,3197
2437,Andy Flower,A Flower,Zimbabwean,1968-04-28,true,false,OFF_SPIN,3197
2613,Mpumelelo Mbangwa,M Mbangwa,Zimbabwean,1976-06-26,false,true,,3197
2614,Henry Olonga,HK Olonga,Zambian,1976-07-03,false,true,,3197
2584,Heath Streak,H Streak,Zimbabwean,1974-03-16,true,true,FAST_SEAM,3197
2504,Paul Strang,PA Strang,Zimbabwean,1970-07-28,false,true,,3197
2490,Neil Johnson,NC Johnson,Zimbabwean,1970-01-24,false,true,,3197
2556,Guy Whittall,GJ Whittall,Zimbabwean,1972-09-05,false,true,,3197
2559,Alistair Campbell,A Campbell,Zimbabwean,1972-09-23,true,false,OFF_SPIN,3197
97,Sachin Tendulkar,S Tendulkar,Indian,1973-04-24,true,true,OFF_SPIN,3198
130,Sourav Ganguly,S Ganguly,Indian,1972-07-08,true,false,MEDIUM_SEAM,3198
131,Rahul Dravid,R Dravid,Indian,1973-01-11,true,true,OFF_SPIN,3198
2324,Mohammad Azharuddin,M Azharuddin,Indian,1963-02-08,true,true,MEDIUM_SEAM,3198
2342,Robin Singh,RR Singh,Trinidadian,1963-09-14,false,true,,3198
2486,Nayan Mongia,NR Mongia,Indian,1969-12-19,false,true,,3198
2470,Venkatesh Prasad,V Prasad,Indian,1969-08-05,true,true,MEDIUM_SEAM,3198
2519,Ajay Jadeja,A Jadeja,Indian,1971-02-01,true,true,MEDIUM_SEAM,3198
2615,Debasis Mohanty,DS Mohanty,Indian,1976-07-20,false,true,,3198
2474,Javagal Srinath,J Srinath,Indian,1969-08-31,true,true,FAST_SEAM,3198
331,Anil Kumble,A Kumble,Indian,1970-10-17,true,true,LEG_SPIN,3198
2529,Nathan Astle,N Astle,New Zealander,1971-09-15,true,true,MEDIUM_SEAM,3199
2436,Roger Twose,RG Twose,English,1968-04-17,false,true,,3199
2501,Chris Cairns,C Cairns,New Zealander,1970-06-13,true,true,FAST_SEAM,3199
2518,Adam Parore,AC Parore,New Zealander,1971-01-23,false,true,,3199
2537,Dion Nash,DJ Nash,New Zealander,1971-11-20,false,true,,3199
2618,Craig McMillan,CD McMillan,New Zealander,1976-09-13,true,true,MEDIUM_SEAM,3199
2538,Geoff Allott,GI Allott,New Zealander,1971-12-24,false,true,,3199
2317,Gavin Larsen,GR Larsen,New Zealander,1962-09-27,false,true,,3199
350,Stephen Fleming,SP Fleming,New Zealander,1973-04-01,false,true,OFF_SPIN,3199
2512,Matt Horne,MJ Horne,New Zealander,1970-12-05,false,true,,3199
2480,Chris Harris,C Harris,New Zealander,1969-11-20,true,true,MEDIUM_SEAM,3199
65,Adam Gilchrist,A Gilchrist,Australian,1971-11-14,true,false,OFF_SPIN,3200
2497,Michael Bevan,M Bevan,Australian,1970-05-08,false,false,UNORTHODOX,3200
292,Shane Warne,S Warne,Australian,1969-09-13,true,true,LEG_SPIN,3200
310,Glenn McGrath,G McGrath,Australian,1970-02-09,true,true,FAST_SEAM,3200
2375,Steve Waugh,S Waugh,Australian,1965-06-02,true,true,MEDIUM_SEAM,3200
2376,Mark Waugh,M Waugh,Australian,1965-06-02,true,true,OFF_SPIN,3200
361,Ricky Ponting,R Ponting,Australian,1974-12-19,true,true,MEDIUM_SEAM,3200
2396,Paul Reiffel,PR Reiffel,Australian,1966-04-19,false,true,,3200
399,Damien Martyn,D Martyn,Australian,1971-10-21,true,true,MEDIUM_SEAM,3200
2384,Tom Moody,TM Moody,Australian,1965-10-02,false,true,,3200
2496,Damien Fleming,D Fleming,Australian,1970-04-24,true,true,FAST_SEAM,3200
306,Mark Boucher,M Boucher,South African,1976-12-03,true,true,MEDIUM_SEAM,3201
2370,Steven Elworthy,S Elworthy,Zimbabwean,1965-02-23,false,true,,3201
212,Herschelle Gibbs,H Gibbs,South African,1974-02-23,true,true,LEG_SPIN,3201
2468,Jonty Rhodes,J Rhodes,South African,1969-07-27,true,true,MEDIUM_SEAM,3201
2422,Gary Kirsten,G Kirsten,South African,1967-11-23,true,false,OFF_SPIN,3201
2408,Allan Donald,A Donald,South African,1966-10-20,true,true,FAST_SEAM,3201
2411,Daryll Cullinan,DJ Cullinan,South African,1967-03-04,false,true,,3201
347,Shaun Pollock,S Pollock,South African,1973-07-16,true,true,FAST_SEAM,3201
2477,Hansie Cronje,H Cronje,South African,1969-09-25,true,true,MEDIUM_SEAM,3201
2527,Lance Klusener,L Klusener,South African,1971-09-04,true,false,FAST_SEAM,3201
720,N Boje,N Boje,,2012-09-06,false,true,,3201
2529,Nathan Astle,N Astle,New Zealander,1971-09-15,true,true,MEDIUM_SEAM,3202
2436,Roger Twose,RG Twose,English,1968-04-17,false,true,,3202
2501,Chris Cairns,C Cairns,New Zealander,1970-06-13,true,true,FAST_SEAM,3202
2518,Adam Parore,AC Parore,New Zealander,1971-01-23,false,true,,3202
2537,Dion Nash,DJ Nash,New Zealander,1971-11-20,false,true,,3202
2618,Craig McMillan,CD McMillan,New Zealander,1976-09-13,true,true,MEDIUM_SEAM,3202
2538,Geoff Allott,GI Allott,New Zealander,1971-12-24,false,true,,3202
2317,Gavin Larsen,GR Larsen,New Zealander,1962-09-27,false,true,,3202
350,Stephen Fleming,SP Fleming,New Zealander,1973-04-01,false,true,OFF_SPIN,3202
2512,Matt Horne,MJ Horne,New Zealander,1970-12-05,false,true,,3202
2480,Chris Harris,C Harris,New Zealander,1969-11-20,true,true,MEDIUM_SEAM,3202
2625,Saqlain Mushtaq,S Mushtaq,Pakistani,1976-12-29,true,true,OFF_SPIN,3203
2402,Wasim Akram,Wasim Akram,Pakistani,1966-06-03,false,false,FAST_SEAM,3203
194,Azhar Mahmood,A Mahmood,English,1975-02-28,false,false,,3203
2595,Wajahatullah Wasti,Wajahatullah Wasti,Pakistani,1974-11-11,false,true,,3203
2531,Moin Khan,M Khan,Pakistani,1971-09-23,false,true,,3203
356,Shoaib Akhtar,S Akhtar,Pakistani,1975-08-13,true,true,FAST_SEAM,3203
2441,Saeed Anwar,Saeed Anwar,Pakistani,1968-09-06,false,false,ORTHODOX,3203
442,Abdul Razzaq,A Razzaq,Pakistani,1979-12-02,true,true,FAST_SEAM,3203
2444,Ijaz Ahmed,Ijaz Ahmed,Pakistani,1968-09-20,false,true,MEDIUM_SEAM,3203
2494,Inzamam-ul-Haq,Inzamam-ul-Haq,Pakistani,1970-03-03,false,true,ORTHODOX,3203
367,Shahid Afridi,S Afridi,Pakistani,1980-03-01,true,true,LEG_SPIN,3203
65,Adam Gilchrist,A Gilchrist,Australian,1971-11-14,true,false,OFF_SPIN,3204
2497,Michael Bevan,M Bevan,Australian,1970-05-08,false,false,UNORTHODOX,3204
292,Shane Warne,S Warne,Australian,1969-09-13,true,true,LEG_SPIN,3204
310,Glenn McGrath,G McGrath,Australian,1970-02-09,true,true,FAST_SEAM,3204
2375,Steve Waugh,S Waugh,Australian,1965-06-02,true,true,MEDIUM_SEAM,3204
2376,Mark Waugh,M Waugh,Australian,1965-06-02,true,true,OFF_SPIN,3204
361,Ricky Ponting,R Ponting,Australian,1974-12-19,true,true,MEDIUM_SEAM,3204
2396,Paul Reiffel,PR Reiffel,Australian,1966-04-19,false,true,,3204
318,Darren Lehmann,DS Lehmann,Australian,1970-02-05,false,true,,3204
2384,Tom Moody,TM Moody,Australian,1965-10-02,false,true,,3204
2496,Damien Fleming,D Fleming,Australian,1970-04-24,true,true,FAST_SEAM,3204
306,Mark Boucher,M Boucher,South African,1976-12-03,true,true,MEDIUM_SEAM,3205
2370,Steven Elworthy,S Elworthy,Zimbabwean,1965-02-23,false,true,,3205
212,Herschelle Gibbs,H Gibbs,South African,1974-02-23,true,true,LEG_SPIN,3205
2468,Jonty Rhodes,J Rhodes,South African,1969-07-27,true,true,MEDIUM_SEAM,3205
2422,Gary Kirsten,G Kirsten,South African,1967-11-23,true,false,OFF_SPIN,3205
198,Jacques Kallis,J Kallis,South African,1975-10-16,true,true,FAST_SEAM,3205
2408,Allan Donald,A Donald,South African,1966-10-20,true,true,FAST_SEAM,3205
2411,Daryll Cullinan,DJ Cullinan,South African,1967-03-04,false,true,,3205
347,Shaun Pollock,S Pollock,South African,1973-07-16,true,true,FAST_SEAM,3205
2477,Hansie Cronje,H Cronje,South African,1969-09-25,true,true,MEDIUM_SEAM,3205
2527,Lance Klusener,L Klusener,South African,1971-09-04,true,false,FAST_SEAM,3205
65,Adam Gilchrist,A Gilchrist,Australian,1971-11-14,true,false,OFF_SPIN,3206
2497,Michael Bevan,M Bevan,Australian,1970-05-08,false,false,UNORTHODOX,3206
292,Shane Warne,S Warne,Australian,1969-09-13,true,true,LEG_SPIN,3206
310,Glenn McGrath,G McGrath,Australian,1970-02-09,true,true,FAST_SEAM,3206
2375,Steve Waugh,S Waugh,Australian,1965-06-02,true,true,MEDIUM_SEAM,3206
2376,Mark Waugh,M Waugh,Australian,1965-06-02,true,true,OFF_SPIN,3206
361,Ricky Ponting,R Ponting,Australian,1974-12-19,true,true,MEDIUM_SEAM,3206
2396,Paul Reiffel,PR Reiffel,Australian,1966-04-19,false,true,,3206
318,Darren Lehmann,DS Lehmann,Australian,1970-02-05,false,true,,3206
2384,Tom Moody,TM Moody,Australian,1965-10-02,false,true,,3206
2496,Damien Fleming,D Fleming,Australian,1970-04-24,true,true,FAST_SEAM,3206
2625,Saqlain Mushtaq,S Mushtaq,Pakistani,1976-12-29,true,true,OFF_SPIN,3207
194,Azhar Mahmood,A Mahmood,English,1975-02-28,false,false,,3207
2402,Wasim Akram,Wasim Akram,Pakistani,1966-06-03,false,false,FAST_SEAM,3207
2595,Wajahatullah Wasti,Wajahatullah Wasti,Pakistani,1974-11-11,false,true,,3207
2531,Moin Khan,M Khan,Pakistani,1971-09-23,false,true,,3207
356,Shoaib Akhtar,S Akhtar,Pakistani,1975-08-13,true,true,FAST_SEAM,3207
2441,Saeed Anwar,Saeed Anwar,Pakistani,1968-09-06,false,false,ORTHODOX,3207
442,Abdul Razzaq,A Razzaq,Pakistani,1979-12-02,true,true,FAST_SEAM,3207
2444,Ijaz Ahmed,Ijaz Ahmed,Pakistani,1968-09-20,false,true,MEDIUM_SEAM,3207
2494,Inzamam-ul-Haq,Inzamam-ul-Haq,Pakistani,1970-03-03,false,true,ORTHODOX,3207
367,Shahid Afridi,S Afridi,Pakistani,1980-03-01,true,true,LEG_SPIN,3207
306,Mark Boucher,M Boucher,South African,1976-12-03,true,true,MEDIUM_SEAM,3208
212,Herschelle Gibbs,H Gibbs,South African,1974-02-23,true,true,LEG_SPIN,3208
2468,Jonty Rhodes,J Rhodes,South African,1969-07-27,true,true,MEDIUM_SEAM,3208
2422,Gary Kirsten,G Kirsten,South African,1967-11-23,true,false,OFF_SPIN,3208
198,Jacques Kallis,J Kallis,South African,1975-10-16,true,true,FAST_SEAM,3208
2408,Allan Donald,A Donald,South African,1966-10-20,true,true,FAST_SEAM,3208
347,Shaun Pollock,S Pollock,South African,1973-07-16,true,true,FAST_SEAM,3208
653,Hendrik Dippenaar,HH Dippenaar,South African,1977-06-14,false,true,,3208
2527,Lance Klusener,L Klusener,South African,1971-09-04,true,false,FAST_SEAM,3208
351,Makhaya Ntini,M Ntini,South African,1977-07-06,true,true,FAST_SEAM,3208
720,N Boje,N Boje,,2012-09-06,false,true,,3208
325,Ramnaresh Sarwan,R Sarwan,West Indian,1980-06-23,true,true,LEG_SPIN,3209
2423,Ridley Jacobs,RD Jacobs,Antiguan,1967-11-26,false,true,,3209
2471,Vasbert Drakes,VC Drakes,Barbados,1969-08-05,false,true,,3209
2616,Pedro Collins,PT Collins,Barbados,1976-08-12,false,true,,3209
